Jogo: Terraria | 🏆 Troféu: Timber!! | 📝 Como platinar: Chop down your first tree.
Jogo: Hollow Knight | 🏆 Troféu: Caçador Habilidoso | 📝 Como platinar: Registre todas as criaturas de Hallownest no Diário do Caçador
Jogo: Hollow Knight | 🏆 Troféu: Verdadeiro Caçador | 📝 Como platinar: Receba a Marca do Caçador
Jogo: Hollow Knight | 🏆 Troféu: Passagem da Era | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight | 🏆 Troféu: Mortalidade | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight | 🏆 Troféu: Memória | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight | 🏆 Troféu: Romance Sombrio | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight | 🏆 Troféu: Grande Atuação | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight | 🏆 Troféu: Ritual | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight | 🏆 Troféu: Banimento | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight | 🏆 Troféu: Irmandade | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight | 🏆 Troféu: Inspiração | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight | 🏆 Troféu: Foco | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight | 🏆 Troféu: Alma & Sombra | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight | 🏆 Troféu: Abrace o Vazio | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight | 🏆 Troféu: Conclusão Pura | 📝 Como platinar: Conquiste 112% de conclusão e termine o jogo
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Equipada | 📝 Como platinar: Adquira sua primeira Ferramenta
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Arsenal | 📝 Como platinar: Adquira todas as Ferramentas
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Vínculo | 📝 Como platinar: Vincule sua primeira Habilidade de Seda
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Tecido | 📝 Como platinar: Vincule todas as Habilidades de Seda
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Reivindicado | 📝 Como platinar: Reivindique seu primeiro Brasão
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Consumida | 📝 Como platinar: Reivindique todos os Brasões
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Protegida | 📝 Como platinar: Adquira 4 Fragmentos de Máscara
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Mascarada | 📝 Como platinar: Adquira todos os Fragmentos de Máscara
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Restaurado | 📝 Como platinar: Adquira 2 Fragmentos de Carretel
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Estendido | 📝 Como platinar: Adquira todos os Fragmentos de Carretel
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Regenerada | 📝 Como platinar: Adquira todos os Corações de Seda
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Cartógrafa | 📝 Como platinar: Adquira um mapa de cada área
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Conectadas | 📝 Como platinar: Abra todas as Vias Campanárias de Fiarlongo
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Vinculada | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Transportada | 📝 Como platinar: Abra todas as Estações Ventrículas da Cidadela
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Caçadora Habilidosa | 📝 Como platinar: Conceda o desejo de Nuu
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Verdadeira Caçadora | 📝 Como platinar: Receba o Memento de Nuu
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Localizadora de Pulgas | 📝 Como platinar: Resgate metade das pulgas perdidas de Fiarlongo
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Pulgófila | 📝 Como platinar: Resgate todas as pulgas perdidas de Fiarlongo e receba o presente final delas
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Liberada | 📝 Como platinar: Derrote a Besta dos Sinos
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Boas-vindas de Fiarlongo | 📝 Como platinar: Derrote Tessela nas Docas Profundas
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Servo | 📝 Como platinar: Derrote o Quarto Vozerio
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Fanática | 📝 Como platinar: Derrote a Viúva
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Juíza | 📝 Como platinar: Derrote a Última Juíza
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Última Dança | 📝 Como platinar: Derrote os Dançarinos Mecânicos
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Trágico | 📝 Como platinar: Derrote Trobbio
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Cavaleira Branca | 📝 Como platinar: Derrote Tessela no Berço
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Fantasma Cinza | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Herege | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Tirano | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Semente | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Diva | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Lamentador | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Concedido | 📝 Como platinar: Conceda seu primeiro Desejo
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Glutão | 📝 Como platinar: Sacie o Grande Gourmand
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Fim da Trilha | 📝 Como platinar: Conceda o desejo de Shakra
Jogo: Hollow Knight: Silksong | 🏆 Troféu: O Chamado da Heroína | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Resolução Fatal | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Entrelaçada | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Residente | 📝 Como platinar: Adquira seu próprio Campalar
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Harmoniosa | 📝 Como platinar: Aprenda a canção Tríplice da Cidadela
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Lembrança | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Rainha Tecelã | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Seda Entrelaçada | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Criança Deturpada | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Irmã do Vazio | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Passagem da Era | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Conclusão | 📝 Como platinar: Consiga 100% de conclusão e termine o jogo
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Velocista | 📝 Como platinar: Complete o jogo em menos de 5 horas
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Conclusão Rápida | 📝 Como platinar: Consiga 100% de conclusão e termine o jogo em menos de 30 horas
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Alma de Aço | 📝 Como platinar: Finalize o jogo no modo Alma de Aço
Jogo: Hollow Knight: Silksong | 🏆 Troféu: Coração de Aço | 📝 Como platinar: Consiga 100% de conclusão do jogo e finalize o jogo no modo Alma de Aço
Jogo: Cuphead | 🏆 Troféu: Taking Names | 📝 Como platinar: Defeat a boss
Jogo: Cuphead | 🏆 Troféu: A Walk in the Park | 📝 Como platinar: Defeat every boss in Inkwell Isle I
Jogo: Cuphead | 🏆 Troféu: A Day at the Fair | 📝 Como platinar: Defeat every boss in Inkwell Isle II
Jogo: Cuphead | 🏆 Troféu: A Trip Downtown | 📝 Como platinar: Defeat every boss in Inkwell Isle III
Jogo: Cuphead | 🏆 Troféu: Casino Night | 📝 Como platinar: Complete the Casino
Jogo: Cuphead | 🏆 Troféu: Swing You Sinner | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Cuphead | 🏆 Troféu: Selling Out | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Cuphead | 🏆 Troféu: Put On a Show | 📝 Como platinar: Get an S-Rank
Jogo: Cuphead | 🏆 Troféu: Sheriff | 📝 Como platinar: Obtain an A-Rank or higher on all bosses in Inkwell Isle I
Jogo: Cuphead | 🏆 Troféu: Boss | 📝 Como platinar: Obtain an A-Rank or higher on all bosses in Inkwell Isle II
Jogo: Cuphead | 🏆 Troféu: Mayor | 📝 Como platinar: Obtain an A-Rank or higher on all bosses in Inkwell Isle III
Jogo: Cuphead | 🏆 Troféu: King | 📝 Como platinar: Obtain an A-Rank or higher on all bosses in Inkwell Hell
Jogo: Cuphead | 🏆 Troféu: Souls Saved | 📝 Como platinar: Complete the game on Normal
Jogo: Cuphead | 🏆 Troféu: Beat The Devil At His Own Game | 📝 Como platinar: Complete the game on Expert
Jogo: Cuphead | 🏆 Troféu: Butter-and-Egg Man | 📝 Como platinar: Buy everything in Porkrind's Shop
Jogo: Cuphead | 🏆 Troféu: Cutting Corners | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Cuphead | 🏆 Troféu: Ceramic Strike | 📝 Como platinar: Defeat a boss with an Extra Special move
Jogo: Cuphead | 🏆 Troféu: Porcelain Power | 📝 Como platinar: Defeat a boss with a Super Art
Jogo: Cuphead | 🏆 Troféu: Bravo Zulu P-26 | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Cuphead | 🏆 Troféu: Magician Lord | 📝 Como platinar: Obtain all Super Arts
Jogo: Cuphead | 🏆 Troféu: Perfect Run | 📝 Como platinar: Complete a level without getting hit
Jogo: Cuphead | 🏆 Troféu: Coffers Full | 📝 Como platinar: Get every coin in all of the levels
Jogo: Cuphead | 🏆 Troféu: Bouncing Ball | 📝 Como platinar: Parry five times before hitting the ground
Jogo: Cuphead | 🏆 Troféu: Parry Persistance | 📝 Como platinar: Complete 20 parries
Jogo: Cuphead | 🏆 Troféu: Parry Performance | 📝 Como platinar: Complete 100 parries
Jogo: Cuphead | 🏆 Troféu: Rolling Sixes | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Cuphead | 🏆 Troféu: High Roller | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Cuphead | 🏆 Troféu: Pacifist | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Cuphead | 🏆 Troféu: A Vacation in the Wilds | 📝 Como platinar: Defeat every boss in Inkwell Isle IV
Jogo: Cuphead | 🏆 Troféu: Ranger | 📝 Como platinar: Obtain an A-Rank or Higher on all bosses in Inkwell Isle IV
Jogo: Cuphead | 🏆 Troféu: Alive and Kicking | 📝 Como platinar: Defeat a boss with Ms. Chalice
Jogo: Cuphead | 🏆 Troféu: Decadent | 📝 Como platinar: Defeat 10 bosses with Ms. Chalice
Jogo: Cuphead | 🏆 Troféu: The Golden Touch | 📝 Como platinar: Defeat a boss with one of Ms. Chalice's Super Arts
Jogo: Cuphead | 🏆 Troféu: The Latest Sensation | 📝 Como platinar: Defeat a boss with one of Porkrind's new weapons
Jogo: Cuphead | 🏆 Troféu: Checkmate | 📝 Como platinar: Defeat all of the King of Games' Champions
Jogo: Cuphead | 🏆 Troféu: A King's Admiration | 📝 Como platinar: Defeat the King's Gauntlet
Jogo: Cuphead | 🏆 Troféu: Compliments to the Chef | 📝 Como platinar: Complete your quest on Inkwell Isle IV
Jogo: Cuphead | 🏆 Troféu: Cooked to Perfection | 📝 Como platinar: Get an S-Rank on a stage of Inkwell Isle IV
Jogo: Cuphead | 🏆 Troféu: The High Hat | 📝 Como platinar: Defeat a boss on Inkwell Isle IV without killing any of its minions
Jogo: Cuphead | 🏆 Troféu: Hearty | 📝 Como platinar: Have 9HP at one time
Jogo: Cuphead | 🏆 Troféu: A Horrible Night To Have a Curse | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Cuphead | 🏆 Troféu: Paladin | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Dead by Daylight | 🏆 Troféu: O Grande Sacrifício | 📝 Como platinar: Em uma partida pública, realize 4 sacrifícios em uma única partida.
Jogo: Dead by Daylight | 🏆 Troféu: Uma Mordida para a Entidade | 📝 Como platinar: Em partidas públicas, sacrifique um total de 100 sobreviventes.
Jogo: Dead by Daylight | 🏆 Troféu: Um Banquete para a Entidade | 📝 Como platinar: Em partidas públicas, sacrifique um total de 1000 sobreviventes.
Jogo: Dead by Daylight | 🏆 Troféu: Sangue nas Mãos | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Dead by Daylight | 🏆 Troféu: Sangue no Rosto | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Dead by Daylight | 🏆 Troféu: Sangue na Boca | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Dead by Daylight | 🏆 Troféu: Todos Aleijados | 📝 Como platinar: Com o Caçador, capture um total de 100 sobreviventes pegos em suas Armadilhas de Urso.
Jogo: Dead by Daylight | 🏆 Troféu: Que Susto! | 📝 Como platinar: Em partidas públicas, com o Espectro, surpreenda e acerte um total de 100 sobreviventes.
Jogo: Dead by Daylight | 🏆 Troféu: O Massacre | 📝 Como platinar: Em partidas públicas, com o Caipira, use a motosserra em 100 sobreviventes.
Jogo: Dead by Daylight | 🏆 Troféu: Especialista em Escapar | 📝 Como platinar: Em uma partida pública, liberte-se com sucesso de um gancho e escape com vida.
Jogo: Dead by Daylight | 🏆 Troféu: Escapou com Vida! | 📝 Como platinar: Em partidas públicas, escape com vida pelo menos 100 vezes.
Jogo: Dead by Daylight | 🏆 Troféu: Fuga Agonizante | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Dead by Daylight | 🏆 Troféu: Fuga pela Porta dos Fundos | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Dead by Daylight | 🏆 Troféu: A chave da fuga | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: Dead by Daylight | 🏆 Troféu: Eu Te Dou Cobertura | 📝 Como platinar: Em partidas públicas, salve da morte um total de 50 sobreviventes.
Jogo: Dead by Daylight | 🏆 Troféu: Ninguém Deixado para Trás | 📝 Como platinar: Em uma partida pública, salve alguém depois de pelo menos um portão abrir.
Jogo: Dead by Daylight | 🏆 Troféu: Médico | 📝 Como platinar: Em partidas públicas, cure outros até um total de 100 estados de saúde.
Jogo: Dead by Daylight | 🏆 Troféu: O Cara da Manutenção | 📝 Como platinar: Em partidas públicas, conserte completamente 100 geradores.
Jogo: Dead by Daylight | 🏆 Troféu: Nervos de Aço | 📝 Como platinar: Em partidas públicas, acerte um total de 500 Testes de Perícia.
Jogo: Dead by Daylight | 🏆 Troféu: Fuga Perfeita | 📝 Como platinar: Em uma partida pública, como sobrevivente, tenha ao menos 5.000 pontos de sangue em cada categoria.
Jogo: Dead by Daylight | 🏆 Troféu: Matança Perfeita | 📝 Como platinar: Em uma partida pública, como assassino, tenha ao menos 5.000 pontos de sangue em cada categoria.
Jogo: Dead by Daylight | 🏆 Troféu: Zeloso | 📝 Como platinar: Em uma partida pública, consiga mais de 8.000 pontos de sangue em uma categoria de pontuação.
Jogo: Dead by Daylight | 🏆 Troféu: Despertar | 📝 Como platinar: Chegue ao nível 10 com um personagem.
Jogo: Dead by Daylight | 🏆 Troféu: Nada Mau | 📝 Como platinar: Chegue ao nível 25 com um personagem.
Jogo: Dead by Daylight | 🏆 Troféu: Milionário Ensanguentado | 📝 Como platinar: Acumule um total de 1 milhão de pontos de sangue. (podem ser consumidos antes de atingir o total)
Jogo: Dead by Daylight | 🏆 Troféu: Sobrevivente perito | 📝 Como platinar: Jogando on-line, chegue à divisão Prata I como Sobrevivente.
Jogo: Dead by Daylight | 🏆 Troféu: Sobrevivente mestre | 📝 Como platinar: Jogando on-line, chegue à divisão Ouro I como Sobrevivente.
Jogo: Dead by Daylight | 🏆 Troféu: Sobrevivente lendário | 📝 Como platinar: Jogando on-line, chegue à divisão Iridescente I como Sobrevivente.
Jogo: Dead by Daylight | 🏆 Troféu: Pegando o jeito | 📝 Como platinar: Suba de divisão pela primeira vez.
Jogo: Dead by Daylight | 🏆 Troféu: Assassino Perito | 📝 Como platinar: Jogando on-line, chegue à divisão Prata I como Assassino.
Jogo: Dead by Daylight | 🏆 Troféu: Assassino Mestre | 📝 Como platinar: Jogando on-line, chegue à divisão Ouro I como Assassino.
Jogo: Dead by Daylight | 🏆 Troféu: Assassino Lendário | 📝 Como platinar: Chegue à divisão Iridescente como Assassino.
Jogo: Dead by Daylight | 🏆 Troféu: Presente para a Neblina | 📝 Como platinar: Em uma partida pública, queime uma oferenda Visceral.
Jogo: Dead by Daylight | 🏆 Troféu: Sobrevivente Apto | 📝 Como platinar: Inicie uma partida pública com o inventário de sobrevivente cheio.
Jogo: Dead by Daylight | 🏆 Troféu: Assassino Apto | 📝 Como platinar: Inicie uma partida pública com um inventário de assassino cheio.
Jogo: Dead by Daylight | 🏆 Troféu: Arrisque Tudo | 📝 Como platinar: Em uma partida pública, como sobrevivente, use um item ou complemento Visceral sem ter proteção
Jogo: Dead by Daylight | 🏆 Troféu: Tesouros de Sobrevivência | 📝 Como platinar: Em uma partida pública, escape levando um novo item ao acampamento.
